province,ssp,horizon,mech,ml,n_sp,mech0,ml0,mech_ratio,ml_ratio,scope
Guizhou,ssp585,2030,0.757947944303206,0.247292282173558,176,0.0060478210072771,0.00347715634508603,1.25325789799532,0.711191150559093,within covariate support
Hainan,ssp245,2030,0.645054838900643,0.252473560731342,83,0.00554789743996681,0.00214469296071623,1.16270144839682,1.1772014239606,within covariate support
Hainan,ssp585,2030,0.703304122777191,0.464487265509723,66,0.00554789743996681,0.00214469296071623,1.26769488871697,2.16575180698409,within covariate support
Hebei,ssp245,2030,0.345395925226842,0.270812051798758,167,0.00322865354504487,0.00234135257180293,1.0697831786781,1.15664789259066,within covariate support
Hebei,ssp585,2030,0.36802434824455,0.490427528693078,156,0.00322865354504487,0.00234135257180293,1.13986943197845,2.09463339524056,within covariate support
Heilongjiang,ssp245,2030,0.651412293010984,0.301247780483901,117,0.00559999474704909,0.00267422332955689,1.16323732866758,1.12648699588533,within covariate support
Heilongjiang,ssp245,2050,0.815538017232958,0.398156292912726,111,0.00559999474704909,0.00267422332955689,1.4563192539827,1.48886702360307,within covariate support
Heilongjiang,ssp585,2030,0.689535348646952,0.823961792048067,114,0.00559999474704909,0.00267422332955689,1.23131427758982,3.08112558491738,within covariate support
Henan,ssp245,2030,0.611141603191634,0.337033181227851,173,0.0054281330409959,0.002128994596974,1.1258780847411,1.58306264237066,within covariate support
Inner Mongolia,ssp245,2030,0.716301075435788,0.224778341228749,109,0.00677421476796819,0.00702785924077034,1.05739351344869,0.3198389915449,within covariate support
Inner Mongolia,ssp585,2030,0.751905355946544,0.321416095145064,107,0.00677421476796819,0.00702785924077034,1.10995204861517,0.457345664068583,within covariate support
Jiangxi,ssp245,2030,0.618692385434281,0.749255449654954,191,0.0057426855657428,0.00253045061895602,1.07735723704778,2.96095661398076,within covariate support
Jilin,ssp245,2030,0.515114990257981,0.204064581429678,121,0.00461919934102524,0.00431105944058483,1.11516077187448,0.47335135189413,within covariate support
Jilin,ssp245,2050,0.648511484138436,0.447404333780834,117,0.00461919934102524,0.00431105944058483,1.40394781922206,1.03780599629157,within covariate support
Jilin,ssp585,2030,0.548852169127978,0.268549279142402,121,0.00461919934102524,0.00431105944058483,1.18819762605473,0.622931051736951,within covariate support
Liaoning,ssp245,2030,0.555069992384413,0.227059912798549,168,0.00518933914620814,0.00228284083703986,1.06963522087394,0.994637510922469,within covariate support
Liaoning,ssp585,2030,0.590562358524054,0.533377004189549,152,0.00518933914620814,0.00228284083703986,1.13802999165236,2.33646163821554,within covariate support
Ningxia,ssp245,2030,0.468951321087581,0.361871071522166,89,0.00503631337708479,0.00732599255051573,0.931140074049616,0.49395500886319,within covariate support
Ningxia,ssp245,2050,0.552081927120795,0.191266839598789,79,0.00503631337708479,0.00732599255051573,1.09620249135561,0.261079762612268,within covariate support
Ningxia,ssp585,2030,0.487553565649419,0.319215130279883,84,0.00503631337708479,0.00732599255051573,0.96807630730007,0.435729531635152,within covariate support
Qinghai,ssp245,2030,0.548287334943327,0.213799106940213,144,0.00503141847995093,0.00214724859065744,1.08972715572781,0.99568865882805,within covariate support
Qinghai,ssp585,2030,0.581907229201499,0.242080450832781,119,0.00503141847995093,0.00214724859065744,1.15654706822791,1.12739834542707,within covariate support
Shaanxi,ssp245,2030,0.702086645707965,0.251152451736962,171,0.00670390562816035,0.00198859992747202,1.04728002548065,1.26296118322922,within covariate support
Shaanxi,ssp585,2030,0.733379929654876,1.14085059301027,153,0.00670390562816035,0.00198859992747202,1.09395920875474,5.7369538098121,within covariate support
Shandong,ssp245,2030,0.611156792991636,0.247113817691415,187,0.00566265750796296,0.00216078729234759,1.07927557358398,1.14362861428594,within covariate support
Shanxi,ssp245,2030,0.338917769878589,0.250288585196428,156,0.00332025594056593,0.0057241264134822,1.0207579654863,0.437252022608928,within covariate support
Shanxi,ssp585,2030,0.357723143614474,0.295913362060674,144,0.00332025594056593,0.0057241264134822,1.07739629118321,0.516958118471493,within covariate support
Tianjin,ssp245,2030,0.530945253756662,0.519588430975809,133,0.00480150374418039,0.00245494255700795,1.10578952354289,2.11649934330471,within covariate support
Tianjin,ssp585,2030,0.564236612231304,0.279474934520385,131,0.00480150374418039,0.00245494255700795,1.17512479900735,1.13841740908596,within covariate support
Tibet,ssp245,2030,0.706765482780336,0.204798981296615,182,0.00674993901935123,0.00183941249409134,1.04706943389285,1.11339344467041,within covariate support
Tibet,ssp585,2030,0.749584459408239,0.256313102818759,175,0.00674993901935123,0.00183941249409134,1.11050552791555,1.39345091784525,within covariate support
Xinjiang,ssp245,2030,0.37287341124204,1.68541899504911,116,0.00351374093911344,0.00191339536226543,1.06118640418642,8.80852451243322,within covariate support
Yunnan,ssp245,2030,0.149955405013055,0.158489496162575,198,0.00177253200476173,0.001855580083573,0.845995472071673,0.854123718860987,within covariate support
Yunnan,ssp245,2050,0.179770897925173,0.322834597147234,170,0.00177253200476173,0.001855580083573,1.01420396044887,1.739804172319,within covariate support
Yunnan,ssp245,2080,0.258932131104828,0.511391220807836,154,0.00177253200476173,0.001855580083573,1.46080370006992,2.75596416093845,within covariate support
Yunnan,ssp585,2030,0.140691474552361,0.209554110529479,179,0.00177253200476173,0.001855580083573,0.793731645885139,1.12931860168478,within covariate support
Yunnan,ssp585,2050,0.240094529757174,0.688087964103884,154,0.00177253200476173,0.001855580083573,1.35452860152699,3.7082094715036,within covariate support
Yunnan,ssp585,2080,0.521574066833967,0.596509349596655,145,0.00177253200476173,0.001855580083573,2.94253680854738,3.2146785518847,within covariate support
